season,week,status,outcome,competitive_end_week,target_lights,source_hash,event_count,solutions_remaining,information_bits,information_progress,decision_count,mean_elimination,observed_nights,latest_lights,week_lights,cumulative_lights,light_form,secure_matches,confirmed_boxes,double_match_found,box_information_gain,night_information_gain,terminal,metric_version
s1vip,2,completed,lost,10,10,58fba7ede4078108dfad5c89f91d20abb74fbe72427152c15a80363df5e3c494,3,139041,8.027838371824785,0.31966877000666194,3,0.843519599167329,1,3,,3,0.3,1,1,False,0.9322333021406013,0.0,False,2
s1vip,3,completed,lost,10,10,58fba7ede4078108dfad5c89f91d20abb74fbe72427152c15a80363df5e3c494,5,49698,9.512089035573934,0.3787716769270976,5,0.7325053035636122,2,3,3,6,0.3,1,1,False,0.07379118389539785,0.6140890348731567,False,2
s1vip,4,completed,lost,10,10,58fba7ede4078108dfad5c89f91d20abb74fbe72427152c15a80363df5e3c494,7,7703,12.201784499627141,0.48587543274062495,7,0.7012754051985242,3,4,4,10,0.35,1,1,False,0.0,0.8450038230914725,False,2
s1vip,5,completed,lost,10,10,58fba7ede4078108dfad5c89f91d20abb74fbe72427152c15a80363df5e3c494,9,1552,14.51307636741719,0.5779111457534792,9,0.6729833586396687,4,3,3,13,0.32499999999999996,1,1,False,0.0,0.7985200571206024,False,2
s1vip,6,completed,lost,10,10,58fba7ede4078108dfad5c89f91d20abb74fbe72427152c15a80363df5e3c494,11,522,16.085083213034434,0.6405085065254911,11,0.6370809461212801,5,3,3,16,0.3125,1,1,False,0.07731958762886604,0.6354748603351955,False,2
s1vip,7,completed,lost,10,10,58fba7ede4078108dfad5c89f91d20abb74fbe72427152c15a80363df5e3c494,13,53,19.38506875504112,0.7719140319475553,13,0.6442733749175893,6,2,2,18,0.25625,1,1,False,0.47509578544061304,0.8065693430656935,False,2
s1vip,8,completed,lost,10,10,58fba7ede4078108dfad5c89f91d20abb74fbe72427152c15a80363df5e3c494,15,29,20.25500821447675,0.8065550478845559,15,0.6077987281661491,7,1,1,19,0.17812499999999998,1,1,False,0.0,0.4528301886792453,False,2
s1vip,9,completed,lost,10,10,58fba7ede4078108dfad5c89f91d20abb74fbe72427152c15a80363df5e3c494,17,8,22.112989209604322,0.8805399080547263,17,0.5940888348997366,8,4,4,23,0.2890625,1,1,False,0.3448275862068966,0.5789473684210527,False,2
s1vip,10,completed,lost,10,10,58fba7ede4078108dfad5c89f91d20abb74fbe72427152c15a80363df5e3c494,19,1,25.112989209604322,1.0,19,0.5999468124738695,9,7,7,30,0.49453125,2,2,False,0.25,0.8333333333333333,True,2
s2,1,completed,won,10,10,3585493d953ef052d902a1d75c310036b05e189724650a5c0b4c6aada872a2e9,2,6081530,2.576986315669096,0.10261567407051418,2,0.590621613198441,1,2,2,2,0.2,0,0,False,0.10000000000000009,0.8137881515775034,False,2
s2,2,completed,won,10,10,3585493d953ef052d902a1d75c310036b05e189724650a5c0b4c6aada872a2e9,4,1729320,4.391215784777935,0.17485834713370324,4,0.5327728374377834,2,2,2,4,0.2,0,0,False,0.0,0.7156439251306825,False,2
s2,3,completed,won,10,10,3585493d953ef052d902a1d75c310036b05e189724650a5c0b4c6aada872a2e9,6,68320,9.052968855096463,0.36048949726917445,6,0.6486034681973547,3,3,3,7,0.25,0,0,False,0.26482085443989545,0.9462622703246917,False,2
s2,4,completed,won,10,10,3585493d953ef052d902a1d75c310036b05e189724650a5c0b4c6aada872a2e9,8,7430,12.253842714178358,0.4879483924395567,8,0.6541377020848159,4,3,3,10,0.275,0,0,False,0.3823185011709602,0.8239336492890995,False,2
s2,5,completed,won,10,10,3585493d953ef052d902a1d75c310036b05e189724650a5c0b4c6aada872a2e9,10,1510,14.552656375391875,0.579487222884096,10,0.6353120686199443,5,3,3,13,0.2875,1,1,False,0.619650067294751,0.46567586694975227,False,2
s2,6,completed,won,10,10,3585493d953ef052d902a1d75c310036b05e189724650a5c0b4c6aada872a2e9,12,299,16.888987535406212,0.6725200012807363,12,0.6230136029912101,6,4,4,17,0.34375,1,1,False,0.0,0.8019867549668873,False,2
s2,7,completed,won,10,10,3585493d953ef052d902a1d75c310036b05e189724650a5c0b4c6aada872a2e9,14,37,19.903535843975366,0.7925594073191166,14,0.6267229105994341,7,4,4,21,0.371875,1,1,False,0.0,0.8762541806020067,False,2
s2,8,completed,won,10,10,3585493d953ef052d902a1d75c310036b05e189724650a5c0b4c6aada872a2e9,16,5,22.791061114716953,0.9075407520981471,16,0.6274363877503359,8,1,1,22,0.23593750000000002,1,1,False,0.0,0.8648648648648649,False,2
s2,9,completed,won,10,10,3585493d953ef052d902a1d75c310036b05e189724650a5c0b4c6aada872a2e9,18,4,23.112989209604315,0.9203599387031508,18,0.5893602922799439,9,3,3,25,0.26796875,2,2,False,0.19999999999999996,0.0,False,2
s2,10,completed,won,10,10,3585493d953ef052d902a1d75c310036b05e189724650a5c0b4c6aada872a2e9,20,4,23.112989209604315,0.9203599387031508,20,0.5511359249511032,10,10,10,35,0.633984375,3,3,False,0.0,0.0,True,2
s2vip,1,completed,won,10,10,3dafe2db98b862b4c86517a79b31bbf9510feea1baf2b057b158edb2da9e1ff1,2,2051760,4.144558655465654,0.16503645268483577,2,0.7622164738864248,1,3,3,3,0.3,0,0,False,0.10000000000000009,0.9371766607877718,False,2
s2vip,2,completed,won,10,10,3dafe2db98b862b4c86517a79b31bbf9510feea1baf2b057b158edb2da9e1ff1,4,345950,6.712785194313005,0.26730331217383474,4,0.6875269435196487,2,2,2,5,0.25,0,0,False,0.2936746987951807,0.7612837338963988,False,2
s2vip,3,completed,won,10,10,3dafe2db98b862b4c86517a79b31bbf9510feea1baf2b057b158edb2da9e1ff1,6,35860,9.98290134184858,0.3975194373926095,6,0.6843969375525429,3,3,3,8,0.275,0,0,False,0.07558895794189913,0.8878674171357098,False,2
s2vip,4,completed,won,10,10,3dafe2db98b862b4c86517a79b31bbf9510feea1baf2b057b158edb2da9e1ff1,8,2700,13.714245517666123,0.5461016768334847,8,0.695245525060471,3,3,,8,0.275,1,1,False,0.9247071946458449,0.0,False,2
s2vip,5,completed,won,10,10,3dafe2db98b862b4c86517a79b31bbf9510feea1baf2b057b158edb2da9e1ff1,10,806,15.45835318107635,0.6155520974446321,10,0.6575026615833377,4,3,3,11,0.2875,1,1,False,0.11111111111111116,0.6641666666666667,False,2
s2vip,6,completed,won,10,10,3dafe2db98b862b4c86517a79b31bbf9510feea1baf2b057b158edb2da9e1ff1,12,175,17.661778097771986,0.7032925451589548,12,0.6394715141191392,5,3,3,14,0.29374999999999996,1,1,False,0.1550868486352358,0.7430249632892805,False,2
s2vip,7,completed,won,10,10,3dafe2db98b862b4c86517a79b31bbf9510feea1baf2b057b158edb2da9e1ff1,14,116,18.255008214476742,0.7269149865877066,14,0.5949783755673921,6,4,4,18,0.346875,2,2,False,0.3371428571428572,0.0,False,2
s2vip,8,completed,won,10,10,3dafe2db98b862b4c86517a79b31bbf9510feea1baf2b057b158edb2da9e1ff1,16,1,25.112989209604315,1.0,16,0.6630892950209974,7,5,5,23,0.4234375,3,3,False,0.603448275862069,0.9782608695652174,False,2
s2vip,9,completed,won,10,10,3dafe2db98b862b4c86517a79b31bbf9510feea1baf2b057b158edb2da9e1ff1,18,1,25.112989209604315,1.0,18,0.619799078760956,8,7,7,30,0.56171875,3,3,False,0.0,0.0,False,2
s2vip,10,completed,won,10,10,3dafe2db98b862b4c86517a79b31bbf9510feea1baf2b057b158edb2da9e1ff1,20,1,25.112989209604315,1.0,20,0.5811950092637259,9,10,10,40,0.780859375,3,3,False,0.0,0.0,True,2
s3,1,completed,won,10,10,937d54f2e3aebd973390500143d63ed8746f5a0436f0e3dae705639f384fd3d5,2,2051760,4.144558655465654,0.16503645268483577,2,0.7622164738864248,1,3,3,3,0.3,0,0,False,0.10000000000000009,0.9371766607877718,False,2
s3,2,completed,won,10,10,937d54f2e3aebd973390500143d63ed8746f5a0436f0e3dae705639f384fd3d5,4,507210,6.160765545667728,0.24532187284624724,4,0.6561601619244206,2,2,2,5,0.25,0,0,False,0.07529633095488752,0.7326632477190911,False,2
s3,3,completed,won,10,10,937d54f2e3aebd973390500143d63ed8746f5a0436f0e3dae705639f384fd3d5,6,121660,8.22049382584495,0.32734031609033104,6,0.6131308227431493,3,2,2,7,0.225,0,0,False,0.24254253662191205,0.683333767146464,False,2
s3,4,completed,won,10,10,937d54f2e3aebd973390500143d63ed8746f5a0436f0e3dae705639f384fd3d5,8,26990,10.392851853250102,0.41384367932095545,8,0.5936221938283479,4,3,3,10,0.2625,0,0,False,0.0,0.7781522275193161,False,2
s3,5,completed,won,10,10,937d54f2e3aebd973390500143d63ed8746f5a0436f0e3dae705639f384fd3d5,10,1924,14.203096125834273,0.5655677230332414,10,0.6263678805475321,5,2,2,12,0.23125,0,0,False,0.580585402000741,0.830035335689046,False,2
s3,6,completed,won,10,10,937d54f2e3aebd973390500143d63ed8746f5a0436f0e3dae705639f384fd3d5,12,19,20.86506169616073,0.8308473962223903,12,0.7003718951740845,6,4,4,16,0.31562500000000004,0,0,False,0.03378378378378377,0.9897794513179129,False,2
s3,7,completed,won,10,10,937d54f2e3aebd973390500143d63ed8746f5a0436f0e3dae705639f384fd3d5,14,6,22.52802670888316,0.8970667139962554,14,0.672207389920159,7,6,6,22,0.4578125,1,1,False,0.4736842105263157,0.4,False,2
s3,8,completed,won,10,10,937d54f2e3aebd973390500143d63ed8746f5a0436f0e3dae705639f384fd3d5,16,6,22.52802670888316,0.8970667139962554,16,0.6231667086347328,8,4,4,26,0.42890625000000004,1,1,False,0.0,0.0,False,2
s3,9,completed,won,10,10,937d54f2e3aebd973390500143d63ed8746f5a0436f0e3dae705639f384fd3d5,18,6,22.52802670888316,0.8970667139962554,18,0.5800053194566315,9,2,2,28,0.314453125,1,1,False,0.0,0.0,False,2
s3,10,completed,won,10,10,937d54f2e3aebd973390500143d63ed8746f5a0436f0e3dae705639f384fd3d5,20,6,22.52802670888316,0.8970667139962554,20,0.5419431197263824,10,10,10,38,0.6572265625,1,1,False,0.0,0.0,True,2
s3vip,1,completed,won,10,10,40a862dbb183a8db2154fb788f780e80c6f7159b800e285384ef96093e83172d,2,2051760,4.144558655465654,0.16503645268483577,2,0.7622164738864248,1,3,3,3,0.3,0,0,False,0.10000000000000009,0.9371766607877718,False,2
s3vip,2,completed,won,10,10,40a862dbb183a8db2154fb788f780e80c6f7159b800e285384ef96093e83172d,4,333560,6.765402441773454,0.2693985325803455,4,0.6903630840986009,2,2,2,5,0.25,0,0,False,0.32530120481927716,0.759044151641239,False,2
s3vip,3,completed,won,10,10,40a862dbb183a8db2154fb788f780e80c6f7159b800e285384ef96093e83172d,6,69560,9.027018897410366,0.3594561691587888,6,0.6475484511567065,3,2,2,7,0.225,0,0,False,0.10867610025182883,0.7660354512125391,False,2
s3vip,4,completed,won,10,10,40a862dbb183a8db2154fb788f780e80c6f7159b800e285384ef96093e83172d,8,1587,14.480902796769135,0.5766299931842044,8,0.7148313781882887,4,4,4,11,0.3125,0,0,False,0.22771707878090863,0.9704579300074461,False,2
s3vip,5,completed,won,10,10,40a862dbb183a8db2154fb788f780e80c6f7159b800e285384ef96093e83172d,10,459,16.27063886619051,0.6478973383211545,10,0.6762535870111543,5,3,3,14,0.30625,1,1,False,0.13295526149968495,0.6664244186046511,False,2
s3vip,6,completed,won,10,10,40a862dbb183a8db2154fb788f780e80c6f7159b800e285384ef96093e83172d,12,101,18.454777726852523,0.734869814693131,12,0.6556131751168405,6,4,4,18,0.353125,1,1,False,0.2832244008714597,0.6930091185410334,False,2
s3vip,7,completed,won,10,10,40a862dbb183a8db2154fb788f780e80c6f7159b800e285384ef96093e83172d,13,15,21.2060986139958,0.8444274967428269,13,0.677189000063517,7,3,3,21,0.3265625,1,1,False,0.0,0.8514851485148515,False,2
s3vip,8,completed,won,10,10,40a862dbb183a8db2154fb788f780e80c6f7159b800e285384ef96093e83172d,15,1,25.11298920960432,1.0,15,0.6866600297843781,8,1,1,22,0.21328124999999998,1,1,False,0.06666666666666665,0.9285714285714286,False,2
s3vip,9,completed,won,10,10,40a862dbb183a8db2154fb788f780e80c6f7159b800e285384ef96093e83172d,17,1,25.11298920960432,1.0,17,0.6408233819471768,9,6,6,28,0.406640625,2,2,False,0.0,0.0,False,2
s3vip,10,completed,won,10,10,40a862dbb183a8db2154fb788f780e80c6f7159b800e285384ef96093e83172d,19,1,25.11298920960432,1.0,19,0.5999468124738694,10,10,10,38,0.7033203125,3,3,False,0.0,0.0,True,2
s4,1,completed,won,9,10,2312fde0eaac45cbf584fc4f0a28e374eef5fb25ecc7ab892a7585e99e22a112,3,1889610,4.2633321355296845,0.16976601630120552,3,0.6265752932848512,1,3,3,3,0.3,0,0,False,0.18888888888888888,0.9358009213959556,False,2
s4,2,completed,won,9,10,2312fde0eaac45cbf584fc4f0a28e374eef5fb25ecc7ab892a7585e99e22a112,5,386581,6.552578002634858,0.26092385689111286,5,0.5968232362948226,2,3,3,6,0.3,0,0,False,0.0968813670545774,0.7734711480877705,False,2
s4,3,completed,won,9,10,2312fde0eaac45cbf584fc4f0a28e374eef5fb25ecc7ab892a7585e99e22a112,7,48015,9.561791652450216,0.38075083665441806,7,0.6120265687474888,3,2,2,8,0.25,1,1,False,0.6486247384118723,0.6465196746052195,False,2
s4,4,completed,won,9,10,2312fde0eaac45cbf584fc4f0a28e374eef5fb25ecc7ab892a7585e99e22a112,9,9240,11.939312073300895,0.47542377267994745,9,0.6012905320951458,4,3,3,11,0.275,1,1,False,0.09255441008018328,0.7879323403181014,False,2
s4,5,completed,won,9,10,2312fde0eaac45cbf584fc4f0a28e374eef5fb25ecc7ab892a7585e99e22a112,11,55,19.331629496079653,0.7697860790178808,11,0.7042235411150009,5,4,4,15,0.3375,2,2,True,0.9784632034632035,0.7236180904522613,False,2
s4,6,completed,won,9,10,2312fde0eaac45cbf584fc4f0a28e374eef5fb25ecc7ab892a7585e99e22a112,13,24,20.528026708883157,0.8174266526994061,13,0.6653045085274077,6,3,3,18,0.31875,2,2,True,0.1272727272727272,0.5,False,2
s4,7,completed,won,9,10,2312fde0eaac45cbf584fc4f0a28e374eef5fb25ecc7ab892a7585e99e22a112,15,12,21.528026708883157,0.8572466833478306,15,0.6302048472041941,7,2,2,20,0.259375,2,2,True,0.16666666666666663,0.4,False,2
s4,8,completed,won,9,10,2312fde0eaac45cbf584fc4f0a28e374eef5fb25ecc7ab892a7585e99e22a112,17,7,22.30563428754671,0.8882110409626605,17,0.5972646917982527,8,2,2,22,0.22968750000000002,2,2,True,0.0,0.41666666666666663,False,2
s4,9,completed,won,9,10,2312fde0eaac45cbf584fc4f0a28e374eef5fb25ecc7ab892a7585e99e22a112,19,1,25.112989209604315,1.0,19,0.5999468124738694,9,10,10,32,0.61484375,2,2,True,0.0,0.8571428571428572,True,2
s4vip,1,completed,won,9,10,5b26ad169daf9a4db70c525cfadbe227222410efdd26726aad0041fe92e654c5,2,6081530,2.576986315669096,0.10261567407051418,2,0.590621613198441,1,2,2,2,0.2,0,0,False,0.10000000000000009,0.8137881515775034,False,2
s4vip,2,completed,won,9,10,5b26ad169daf9a4db70c525cfadbe227222410efdd26726aad0041fe92e654c5,4,199733,7.505276019796009,0.29886032113316324,4,0.7276222060702607,2,3,3,5,0.25,1,1,False,0.8243902439024391,0.812979879697671,False,2
s4vip,3,completed,won,9,10,5b26ad169daf9a4db70c525cfadbe227222410efdd26726aad0041fe92e654c5,6,39541,9.84192747247288,0.3919058535934421,6,0.6792149628794947,3,3,3,8,0.275,1,1,False,0.0,0.8020307109991839,False,2
s4vip,4,completed,won,9,10,5b26ad169daf9a4db70c525cfadbe227222410efdd26726aad0041fe92e654c5,8,5927,12.579902867436703,0.5009321177355339,8,0.6637719152097973,4,1,1,9,0.1875,1,1,False,0.4705495561569004,0.7168855982803917,False,2
s4vip,5,completed,won,9,10,5b26ad169daf9a4db70c525cfadbe227222410efdd26726aad0041fe92e654c5,10,99,18.483632589524703,0.7360188162090935,10,0.7222927510812173,5,5,5,14,0.34375,1,1,False,0.0,0.9832967774590855,False,2
s4vip,6,completed,won,9,10,5b26ad169daf9a4db70c525cfadbe227222410efdd26726aad0041fe92e654c5,12,2,24.11298920960431,0.9601799693515753,12,0.7516263153116114,6,6,6,20,0.471875,2,2,False,0.8686868686868687,0.8461538461538461,False,2
s4vip,7,completed,won,9,10,5b26ad169daf9a4db70c525cfadbe227222410efdd26726aad0041fe92e654c5,14,1,25.11298920960431,1.0,14,0.7115856092240292,7,6,6,26,0.5359375,2,2,False,0.0,0.5,False,2
s4vip,8,completed,won,9,10,5b26ad169daf9a4db70c525cfadbe227222410efdd26726aad0041fe92e654c5,16,1,25.11298920960431,1.0,16,0.6630892950209974,8,7,7,33,0.61796875,3,3,True,0.0,0.0,False,2
s4vip,9,completed,won,9,10,5b26ad169daf9a4db70c525cfadbe227222410efdd26726aad0041fe92e654c5,18,1,25.11298920960431,1.0,18,0.619799078760956,9,10,10,43,0.808984375,3,3,True,0.0,0.0,True,2
s5,1,completed,lost,10,10,36c4a6a755e92b2ee1078c0d9b1155ede43e0449321a57b9f41e463153da9007,2,33752266,2.563939801504502,0.0929892887344275,2,0.5887663860805492,1,2,2,2,0.2,0,0,False,0.10000000000000009,0.8120965719808313,False,2
s5,2,completed,lost,10,10,36c4a6a755e92b2ee1078c0d9b1155ede43e0449321a57b9f41e463153da9007,4,6755599,4.884768563975451,0.1771613959617259,4,0.571071864091788,2,2,2,4,0.2,0,0,False,0.1956163476549989,0.7511728920291814,False,2
s5,3,completed,lost,10,10,36c4a6a755e92b2ee1078c0d9b1155ede43e0449321a57b9f41e463153da9007,7,83141,11.229148348235716,0.40726015383944936,7,0.6710737732746178,3,4,4,8,0.30000000000000004,0,0,False,0.17121842193416148,0.9851505184217803,False,2
s5,4,completed,lost,10,10,36c4a6a755e92b2ee1078c0d9b1155ede43e0449321a57b9f41e463153da9007,9,19143,13.347891508838629,0.48410299523525263,9,0.6422804321348045,4,3,3,11,0.30000000000000004,1,1,False,0.3781527766084122,0.6297363687356143,False,2
s5,5,completed,lost,10,10,36c4a6a755e92b2ee1078c0d9b1155ede43e0449321a57b9f41e463153da9007,11,115,20.726930777297238,0.7517269124250149,11,0.72911853880468,5,4,4,15,0.35000000000000003,2,2,True,0.9847986209058142,0.604810996563574,False,2
s5,6,completed,lost,10,10,36c4a6a755e92b2ee1078c0d9b1155ede43e0449321a57b9f41e463153da9007,13,19,23.324493314798026,0.845935634745116,13,0.7116669325942209,6,5,5,20,0.42500000000000004,2,2,True,0.4695652173913044,0.6885245901639344,False,2
s5,7,completed,lost,10,10,36c4a6a755e92b2ee1078c0d9b1155ede43e0449321a57b9f41e463153da9007,15,3,25.987458327520457,0.9425163821996463,15,0.6990693876742429,7,5,5,25,0.4625,2,2,True,0.052631578947368474,0.8333333333333333,False,2
s5,8,completed,lost,10,10,36c4a6a755e92b2ee1078c0d9b1155ede43e0449321a57b9f41e463153da9007,17,3,25.987458327520457,0.9425163821996463,17,0.6534042232081954,8,4,4,29,0.43125,2,2,True,0.0,0.0,False,2
s5,9,completed,lost,10,10,36c4a6a755e92b2ee1078c0d9b1155ede43e0449321a57b9f41e463153da9007,19,3,25.987458327520457,0.9425163821996463,19,0.6125078375376272,9,6,6,35,0.515625,2,2,True,0.0,0.0,False,2
s5,10,completed,lost,10,10,36c4a6a755e92b2ee1078c0d9b1155ede43e0449321a57b9f41e463153da9007,21,2,26.572420828241615,0.9637318751868269,21,0.5840025392683279,10,7,7,42,0.6078125,3,3,True,0.0,0.33333333333333337,True,2
s5vip,1,completed,lost,10,10,a9200bbf4b3fe87d7e92fdde3a05841d4846d3ed79265e2718b866e9f0b2d08d,2,37045170,2.429638709792911,0.0881184399776861,2,0.5691729780997683,1,2,2,2,0.2,0,0,False,0.0,0.8143880772005772,False,2
s5vip,2,completed,lost,10,10,a9200bbf4b3fe87d7e92fdde3a05841d4846d3ed79265e2718b866e9f0b2d08d,4,2384998,6.386864202494321,0.23163958806085122,4,0.6693712811999988,2,2,2,4,0.2,1,1,False,0.8360360338473274,0.6073478208115048,False,2
s5vip,3,completed,lost,10,10,a9200bbf4b3fe87d7e92fdde3a05841d4846d3ed79265e2718b866e9f0b2d08d,6,770771,8.016478062066405,0.29074262691708824,6,0.6039044706641288,3,2,2,6,0.2,1,1,False,0.12783490803765873,0.6294569715476859,False,2
s5vip,4,completed,lost,10,10,a9200bbf4b3fe87d7e92fdde3a05841d4846d3ed79265e2718b866e9f0b2d08d,9,97475,10.999676199069253,0.398937629292333,9,0.571367319479142,4,3,3,9,0.25,1,1,False,0.3225913580813765,0.8133116810957297,False,2
s5vip,5,completed,lost,10,10,a9200bbf4b3fe87d7e92fdde3a05841d4846d3ed79265e2718b866e9f0b2d08d,12,143330,13.613364747591131,0.44282127405015587,11,0.5759161681268294,5,4,4,13,0.325,1,1,False,0.1000267874953692,0.8184602368009078,False,2
s5vip,6,completed,lost,10,10,a9200bbf4b3fe87d7e92fdde3a05841d4846d3ed79265e2718b866e9f0b2d08d,15,11461,17.25790052191228,0.5613722718989307,14,0.5744817777420843,6,4,4,17,0.36250000000000004,2,2,False,0.6399080010750309,0.7779391795875833,False,2
s5vip,7,completed,lost,10,10,a9200bbf4b3fe87d7e92fdde3a05841d4846d3ed79265e2718b866e9f0b2d08d,17,554,21.628603663634735,0.703544348354535,16,0.6081937623314996,7,5,5,22,0.43125,2,2,False,0.19352587034290203,0.9400627501893325,False,2
s5vip,8,completed,lost,10,10,a9200bbf4b3fe87d7e92fdde3a05841d4846d3ed79265e2718b866e9f0b2d08d,19,325,22.39804992176811,0.7285732209850165,18,0.5778979054836737,8,4,4,26,0.415625,2,2,False,0.028880866425992857,0.395910780669145,False,2
s5vip,9,completed,lost,10,10,a9200bbf4b3fe87d7e92fdde3a05841d4846d3ed79265e2718b866e9f0b2d08d,21,129,23.731118574260673,0.77193584073687,20,0.5606495516535712,9,4,4,30,0.4078125,3,3,False,0.24561403508771928,0.4738461538461539,False,2
s5vip,10,completed,lost,10,10,a9200bbf4b3fe87d7e92fdde3a05841d4846d3ed79265e2718b866e9f0b2d08d,23,27,25.987458327520457,0.8453310125223987,22,0.5590301591964951,10,7,7,37,0.55390625,3,3,False,0.0,0.7906976744186047,True,2
s5vip,11,completed,lost,10,10,a9200bbf4b3fe87d7e92fdde3a05841d4846d3ed79265e2718b866e9f0b2d08d,24,1,30.742345829683927,1.0,22,0.6203819110462341,10,7,,37,0.55390625,10,3,False,0.0,0.0,True,2
s6,1,completed,won,10,10,fd0215bc00351c67a60b0c2965b3bc329f4490d092b85abcc82704100e64d5eb,2,33752266,2.563939801504502,0.0929892887344275,2,0.5887663860805492,1,2,2,2,0.2,0,0,False,0.10000000000000009,0.8120965719808313,False,2
s6,2,completed,won,10,10,fd0215bc00351c67a60b0c2965b3bc329f4490d092b85abcc82704100e64d5eb,4,3045867,6.033999312046152,0.21884184017189034,4,0.6485234916928333,2,3,3,5,0.25,0,0,False,0.0,0.9097581477936918,False,2
s6,3,completed,won,10,10,fd0215bc00351c67a60b0c2965b3bc329f4490d092b85abcc82704100e64d5eb,6,215729,9.853560225781393,0.3573701521227575,6,0.6796457662048182,3,4,4,9,0.325,0,0,False,0.40027584920812365,0.8819010445179232,False,2
s6,4,completed,won,10,10,fd0215bc00351c67a60b0c2965b3bc329f4490d092b85abcc82704100e64d5eb,8,3065,15.99074946966347,0.5799544976219361,8,0.7497995453343662,4,4,4,13,0.36250000000000004,1,1,False,0.9658089547534174,0.5844631236442517,False,2
s6,5,completed,won,10,10,fd0215bc00351c67a60b0c2965b3bc329f4490d092b85abcc82704100e64d5eb,10,1263,17.26978190445406,0.6263426056070178,10,0.6979159725129236,5,4,4,17,0.38125000000000003,2,2,False,0.24861337683523654,0.45158488927485885,False,2
s6,6,completed,won,10,10,fd0215bc00351c67a60b0c2965b3bc329f4490d092b85abcc82704100e64d5eb,12,67,21.50633163778384,0.7799943201126375,12,0.7112674431773587,6,5,5,22,0.44062500000000004,2,2,False,0.0,0.9469517022961204,False,2
s6,7,completed,won,10,10,fd0215bc00351c67a60b0c2965b3bc329f4490d092b85abcc82704100e64d5eb,14,11,24.112989209604315,0.8745329022726251,14,0.696946664209025,7,6,6,28,0.5203125,2,2,False,0.0,0.835820895522388,False,2
s6,8,completed,won,10,10,fd0215bc00351c67a60b0c2965b3bc329f4490d092b85abcc82704100e64d5eb,16,5,25.25049273335425,0.9157880220474119,16,0.6650902680615047,8,5,5,33,0.51015625,2,2,False,0.0,0.5454545454545455,False,2
